id,name,host_name,host_since,latitude,longitude,room_type,accommodates,price,price_nzd,minimum_nights,number_of_reviews,last_review,review_scores_rating,region_name,region_parent_name
l44409082,Guest suite in Methven · ★4.42 · 1 bedroom · 3 beds · 1 bath,Skibo Methven,2020-07-26,-43.63016,171.64338999999995,Entire home/apt,4,$96.00,96.0,1,221,2023-08-30,4.42,Western Ward,Ashburton District
l875067220156808816,Home in Helensville · 2 bedrooms · 2 beds · 2 baths,Gurwinder,2022-02-05,-36.68078,174.45811,Private room,4,$80.00,80.0,2,0,,,Rodney Ward,Auckland
l53463705,Villa in Whananaki · 3 bedrooms · 4 beds · 3.5 baths,Susanne And Paul,2011-11-01,-35.48291,174.44947,Entire home/apt,6,"$1,882.00",1882.0,1,2,2023-01-24,5.0,Hikurangi-Coastal Ward,Whangarei District
l600894490759757391,Home in Auckland · ★4.33 · 3 bedrooms · 3 beds · 2.5 baths,Jo,2018-11-25,-36.582413,174.675598,Entire home/apt,6,$600.00,600.0,2,3,2023-01-28,4.33,Albany Ward,Auckland
l34091457,Rental unit in Hokitika · ★4.95 · Studio · 2 beds · 1 bath,Hokitika,2019-04-17,-42.7178,170.96566,Entire home/apt,4,$292.00,292.0,1,60,2023-08-15,4.95,Hokitika Ward,Westland District
l14394226,Home in Christchurch · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,Tise,2014-06-24,-43.56704000000001,172.64686,Entire home/apt,4,$100.00,100.0,2,6,2022-11-12,4.83,Cashmere Ward,Christchurch City
l1074846,Home in Wellington · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,Howard And Joan,2013-02-22,-41.30509,174.76716000000005,Private room,2,$100.00,100.0,1,401,2023-08-27,4.87,Paekawakawa/Southern Ward,Wellington City
l15045893,Guest suite in Lake Tekapo · ★4.93 · 1 bedroom · 1 bed · Half-bath,Ryo,2016-07-18,-44.00496535242512,170.47099669350192,Entire home/apt,2,$140.00,140.0,1,572,2023-08-29,4.93,Pukaki Ward,Mackenzie District
l21840835,Guest suite in Auckland · 1 bedroom · 2 beds · 1 bath,Selina,2017-11-09,-36.72454000000001,174.73157,Entire home/apt,4,$80.00,80.0,1,0,,,Albany Ward,Auckland
l32239251,Chalet in Rotorua · ★4.53 · 1 bedroom · 1 bed · 1 shared bath,Jane,2016-07-07,-38.13797,176.29093,Private room,2,$75.00,75.0,1,36,2023-08-11,4.53,Area Outside Ward,Rotorua District
l898176226367073150,Rental unit in Auckland · ★4.80 · 2 bedrooms · 2 beds · 1 bath,Stefan,2016-08-06,-36.864369399999994,174.7596693,Entire home/apt,4,$286.00,286.0,2,5,2023-08-17,4.8,Albert-Eden-Puketāpapa Ward,Auckland
l13320620,Home in Cable Bay · ★4.81 · 2 bedrooms · 2 beds · 1.5 baths,Jill,2016-06-02,-34.99265,173.47726,Entire home/apt,4,$135.00,135.0,2,32,2023-08-09,4.81,Te Hiku Ward,Far North District
l32093119,Townhouse in Queenstown · ★4.85 · 2 bedrooms · 3 beds · 1.5 baths,Pete & Sarah,2015-12-30,-45.03875,168.63442,Entire home/apt,6,$367.00,367.0,2,100,2023-08-14,4.85,Queenstown-Wakatipu Ward,Queenstown-Lakes District
l625424959856635856,Home in Taupō · ★4.78 · 3 bedrooms · 3 beds · 2 baths,Horiana,2017-12-06,-38.731991,176.067383,Entire home/apt,6,$330.00,330.0,2,23,2023-02-24,4.78,Taupō Ward,Taupo District
l7437139,Rental unit in Temuka · ★4.87 · 1 bedroom · 1 bed · 1 bath,Hayley,2015-07-19,-44.24105,171.27975,Private room,2,$157.00,157.0,1,46,2023-06-17,4.87,Pleasant Point-Temuka Ward,Timaru District
l34021606,Home in Auckland · ★5.0 · 2 bedrooms · 1 bed · 1 bath,Hannah,2012-09-04,-36.85725,174.81904,Entire home/apt,3,$140.00,140.0,3,8,2020-04-11,5.0,Ōrākei Ward,Auckland
l943038705820155262,Home in Cable Bay · ★New · 3 bedrooms · 3 beds · 1 bath,Ruth,2023-07-24,-34.99422042594112,173.50243984988137,Entire home/apt,6,$300.00,300.0,7,0,,,Te Hiku Ward,Far North District
l29640720,Home in Mangawhai · 4 bedrooms · 4 beds · 1 shared bath,Mikala,2017-09-21,-36.17022,174.55476000000004,Private room,8,$650.00,650.0,4,2,2021-01-01,5.0,Mangawhai-Kaiwaka Ward,Kaipara District
l765506216081772018,Home in Napier · ★4.89 · 2 bedrooms · 2 beds · 1 bath,Maria,2018-08-11,-39.53024,176.84063999999995,Entire home/apt,4,$172.00,172.0,2,9,2023-04-01,4.89,Taradale Ward,Napier City
l34602531,Rental unit in Auckland · ★4.46 · 1 bedroom · 1 bed · 1 bath,Arnold,2019-05-10,-36.84655,174.62553,Entire home/apt,2,$110.00,110.0,6,110,2023-07-27,4.46,Waitākere Ward,Auckland
l52740263,Tiny home in Matahiwi · ★4.93 · 1 bedroom · 1 bed · 1 bath,Jane,2016-08-03,-39.662279999999996,175.15565,Entire home/apt,2,$145.00,145.0,1,15,2023-03-19,4.93,Area Outside Ward,Whanganui District
l888641030989220709,Home in Christchurch · ★5.0 · 1 bedroom · 1 bed · 1 bath,Lux BnB Care,2023-05-10,-43.503855649905155,172.7286707767212,Entire home/apt,2,$119.00,119.0,1,18,2023-09-02,5.0,Coastal Ward,Christchurch City
l47997613,Villa in Paraparaumu · ★4.0 · 3 bedrooms · 3 beds · 2.5 baths,Shariff,2012-06-05,-40.92798,174.97562,Entire home/apt,7,$600.00,600.0,7,6,2023-03-15,4.0,Paekākāriki-Raumati Ward,Kapiti Coast District
l41125453,Bungalow in Gisborne · 2 bedrooms · 3 beds · 1 bath,Mariam,2019-10-24,-38.669090000000004,178.03943999999996,Entire home/apt,6,$350.00,350.0,1,0,,,Gisborne Ward,Gisborne District
l4077145,Vacation home in Kuaotunu · ★4.85 · 2 bedrooms · 3 beds · 2 baths,Jill,2014-09-09,-36.7309,175.700333,Entire home/apt,4,$310.00,310.0,2,40,2023-04-10,4.85,Mercury Bay Ward,Thames-Coromandel District
l19648761,Villa in Auckland · ★4.63 · 4 bedrooms · 6 beds · 2 baths,Eva,2016-08-05,-36.77476,174.75583,Entire home/apt,6,$389.00,389.0,7,257,2021-10-15,4.63,North Shore Ward,Auckland
l25438222,Home in Tairua · ★4.0 · 3 bedrooms · 8 beds · 1.5 baths,Megan,2018-05-28,-36.99843,175.85027,Entire home/apt,10,$126.00,126.0,2,7,2019-03-30,4.0,South Eastern Ward,Thames-Coromandel District
l895814313112055514,Guesthouse in Hamilton · ★5.0 · 1 bedroom · 1 bed · 1 bath,Eloise,2017-02-28,-37.753828326123575,175.25909297168255,Entire home/apt,2,$150.00,150.0,2,3,2023-08-26,5.0,West Ward,Hamilton City
l40430859,Home in Papamoa · ★4.75 · 3 bedrooms · 4 beds · 2 baths,Richie,2019-05-24,-37.71714,176.33876,Entire home/apt,6,$550.00,550.0,2,12,2023-02-05,4.75,Mount Maunganui-Papamoa Ward,Tauranga City
l48926577,Home in Pākawau · ★5.0 · 3 bedrooms · 5 beds · 2 baths,Canada,2018-11-16,-40.553670000000004,172.70508,Entire home/apt,7,$560.00,560.0,2,27,2023-06-05,5.0,Golden Bay Ward,Tasman District
l963202928106782693,Home in Auckland · ★New · 3 bedrooms · 3 beds · 1 bath,Kate,2015-05-19,-36.87025386760525,174.8402357528073,Entire home/apt,5,$700.00,700.0,12,0,,,Ōrākei Ward,Auckland
l928442128726739938,Home in Rolleston · ★New · 3 bedrooms · 4 beds · 4 baths,Jo,2019-01-28,-43.606214200000004,172.42150469999999,Entire home/apt,8,$495.00,495.0,2,0,,,Selwyn Central Ward,Selwyn District
l45739413,Treehouse in Carterton · ★4.99 · 1 bedroom · 1 bed · 1 bath,Diana,2016-06-17,-40.89033,175.52256,Entire home/apt,2,$180.00,180.0,2,228,2023-08-27,4.99,Area Outside Ward,Carterton District
l739989773435214305,Rental unit in Porirua · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,Sara,2020-09-15,-41.1110706,174.8713088,Entire home/apt,2,$160.00,160.0,1,17,2023-08-26,4.82,Northern Ward/Pukerua ki te Raki,Porirua City
l48945714,Villa in North Cove · ★5.0 · 7 bedrooms · 7 beds · 5 baths,Gower And Robyn,2015-03-26,-36.40748,174.83189,Entire home/apt,14,"$2,013.00",2013.0,2,4,2022-04-17,5.0,Rodney Ward,Auckland
l17383376,Cottage in Cape Foulwind · ★4.85 · 2 bedrooms · 2 beds · 1 bath,Nicki,2016-08-29,-41.74797,171.48503,Entire home/apt,5,$150.00,150.0,1,366,2023-07-10,4.85,Westport Ward,Buller District
l43151166,Home in Tekapo · ★4.71 · 4 bedrooms · 7 beds · 2 baths,Book Tekapo,2018-09-09,-44.01148,170.49008999999995,Entire home/apt,10,$275.00,275.0,1,14,2023-08-07,4.71,Pukaki Ward,Mackenzie District
l14720423,Cottage in Pigeon Bay · ★4.86 · 1 bedroom · 6 beds · 1 bath,Anna,2016-02-08,-43.68335,172.89092,Entire home/apt,6,$200.00,200.0,2,146,2023-06-03,4.86,Banks Peninsula Ward,Christchurch City
l730772002953093085,Guest suite in Waikanae Beach · ★4.88 · 1 bedroom · 1 bed · 1 bath,Kylie,2021-10-12,-40.87122488197941,175.01025035977364,Entire home/apt,3,$295.00,295.0,1,8,2023-08-18,4.88,Waikanae Ward,Kapiti Coast District
l756504521767089732,Guest suite in Auckland · ★4.56 · 1 bedroom · 1 bed · 1 shared bath,Ruby,2022-11-01,-36.9648857,174.93594280000005,Private room,2,$50.00,50.0,1,25,2023-08-18,4.56,Howick Ward,Auckland
l31645293,Rental unit in Auckland · ★4.96 · 1 bedroom · 1 bed · 1 bath,Wilma,2018-05-06,-36.8541,174.77821,Entire home/apt,2,$154.00,154.0,2,122,2022-04-07,4.96,Ōrākei Ward,Auckland
l30430661,Home in Wanaka · ★4.88 · 3 bedrooms · 4 beds · 2.5 baths,Amber,2014-09-25,-44.67948,169.13318999999996,Entire home/apt,6,$349.00,349.0,3,33,2023-08-21,4.88,Wanaka Ward,Queenstown-Lakes District
l31863677,Bungalow in Twizel · ★4.88 · 3 bedrooms · 5 beds · 1 bath,Twizel,2018-03-06,-44.25297,170.08996000000005,Entire home/apt,6,$212.00,212.0,1,16,2023-02-21,4.88,Pukaki Ward,Mackenzie District
l777335677764512347,Home in Auckland · ★4.94 · 3 bedrooms · 3 beds · 2 baths,James,2021-01-24,-36.8546999,174.74222759999995,Entire home/apt,5,$349.00,349.0,2,18,2023-08-27,4.94,Waitematā and Gulf Ward,Auckland
l44859443,Home in Auckland · 4 bedrooms · 3 beds · 2.5 baths,Chris,2012-12-12,-36.78497,175.05469,Entire home/apt,6,"$1,100.00",1100.0,3,1,2022-12-28,5.0,Waitematā and Gulf Ward,Auckland
l17334891,Farm stay in Gore  · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,Lorna,2019-04-23,-46.00767000000001,168.83574,Private room,2,$120.00,120.0,1,29,2023-06-04,4.86,Kaiwera-Waimumu Ward,Gore District
l41570631,Villa in Dunedin · ★4.75 · 3 bedrooms · 3 beds · 2 baths,Lucy,2014-09-20,-45.90793,170.48575,Entire home/apt,6,"$1,000.00",1000.0,2,12,2023-01-28,4.75,Area Outside Ward,Dunedin City
l5318679,Guesthouse in Dunedin · ★4.87 · 1 bedroom · 2 beds · 1 bath,Marty,2015-02-10,-45.84907000000001,170.61968000000005,Entire home/apt,3,$104.00,104.0,1,774,2023-08-20,4.87,Area Outside Ward,Dunedin City
l11481112,Guest suite in Napier · ★4.96 · 1 bedroom · 1 bed · 1 bath,Lesley,2014-08-22,-39.41939,176.85558,Entire home/apt,2,$98.00,98.0,2,363,2023-08-31,4.96,Ahuriri Ward,Napier City
l15277981,Bed and breakfast in Christchurch · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,Sharon,2016-09-09,-43.49805,172.6591,Private room,2,$140.00,140.0,1,5,2023-03-18,5.0,Innes Ward,Christchurch City
l909560248583600717,Home in Queenstown · 4 bedrooms · 5 beds · 3 baths,Leah,2017-10-29,-45.0315317,168.6720868,Entire home/apt,8,$841.00,841.0,2,0,,,Queenstown-Wakatipu Ward,Queenstown-Lakes District
l22485968,Rental unit in Reefton · ★4.92 · 2 bedrooms · 3 beds · 1 bath,Steven,2017-12-29,-42.11949,171.85716000000005,Entire home/apt,4,$150.00,150.0,1,202,2023-08-31,4.92,Inangahua Ward,Buller District
l753787388158122563,Guesthouse in Kaitaia · 2 bedrooms · 3 beds · 1 bath,William,2022-05-29,-35.1166,173.26807,Entire home/apt,1,$194.00,194.0,99,0,,,Te Hiku Ward,Far North District
l866330001905704649,Home in Whakatāne · ★4.71 · 2 bedrooms · 3 beds · 1 bath,Trish,2023-04-10,-37.9622201,176.964892,Entire home/apt,4,$130.00,130.0,1,14,2023-08-19,4.71,Whakatāne-Ōhope Ward ,Whakatane District
l35125796,Home in Helensville · ★4.72 · 5 bedrooms · 5 beds · 3 baths,Jane,2019-05-27,-36.71212,174.48416,Entire home/apt,10,$475.00,475.0,2,69,2023-07-20,4.72,Rodney Ward,Auckland
l45739794,Guest suite in Papamoa · ★4.50 · 1 bedroom · 1 bed · 1 private bath,Rachel,2014-11-08,-37.69352,176.26754,Private room,2,$125.00,125.0,2,8,2022-01-10,4.5,Mount Maunganui-Papamoa Ward,Tauranga City
l47333919,Home in Paekakariki · ★4.0 · 4 bedrooms · 5 beds · 2 baths,Bachcare,2017-08-09,-40.9865,174.95326,Entire home/apt,7,$213.00,213.0,2,5,2023-02-21,4.0,Paekākāriki-Raumati Ward,Kapiti Coast District
l53727785,Home in Taupō · ★5.0 · 3 bedrooms · 4 beds · 2 baths,Lee,2015-12-19,-38.704840000000004,176.03434,Entire home/apt,4,$529.00,529.0,3,7,2023-02-06,5.0,Taupō Ward,Taupo District
l843804630319271538,Home in Auckland · ★4.88 · 2 bedrooms · 2 beds · 1 bath,Brogan,2014-09-30,-36.84802490000001,174.7420236,Entire home/apt,4,$245.00,245.0,2,16,2023-08-26,4.88,Waitematā and Gulf Ward,Auckland
l804765028922883457,Guesthouse in Pleasant Point · ★4.83 · 2 bedrooms · 3 beds · 1 bath,Catherine,2023-01-15,-44.26184,171.14328999999995,Entire home/apt,4,$275.00,275.0,3,6,2023-07-16,4.83,Pleasant Point-Temuka Ward,Timaru District
l33320550,Home in Albert Town · 3 bedrooms · 4 beds · 2 baths,Tasha,2016-07-06,-44.680440000000004,169.18126,Entire home/apt,7,$295.00,295.0,10,2,2020-01-03,5.0,Wanaka Ward,Queenstown-Lakes District
l35653807,Home in Auckland · ★4.45 · 1 bedroom · 1 bed · 1 shared bath,Elvira,2019-06-06,-36.85989,174.82676,Private room,2,$174.00,174.0,1,20,2023-02-25,4.45,Ōrākei Ward,Auckland
l740213800847249998,Home in Te Anau · ★4.69 · 4 bedrooms · 4 beds · 1 bath,Amanda,2019-02-11,-45.4127986,167.7162399,Entire home/apt,6,$280.00,280.0,2,29,2023-04-11,4.69,Mararoa Waimea Ward,Southland District
l46515494,Guest suite in Whiritoa · ★4.94 · 2 bedrooms · 3 beds · 1 bath,Paula & Shane,2019-02-08,-37.287729999999996,175.90415,Entire home/apt,4,$166.00,166.0,2,65,2023-04-14,4.94,Waihi Ward,Hauraki District
l10366476,Rental unit in Wellington · ★4.84 · 2 bedrooms · 2 beds · 1 bath,Rodney,2016-01-04,-41.31755,174.80131,Entire home/apt,5,$165.00,165.0,2,399,2023-08-31,4.84,Motukairangi/Eastern Ward,Wellington City
l43838821,Rental unit in Dunedin · ★4.77 · 1 bedroom · 1 bed · 1 bath,Janine,2013-07-24,-45.89972,170.38557,Entire home/apt,2,$120.00,120.0,1,13,2023-04-06,4.77,Area Outside Ward,Dunedin City
l894406589937893783,Home in Lower Hutt · ★4.86 · 2 bedrooms · 3 beds · 1 bath,Skye,2018-10-29,-41.210573499999995,174.93994819999998,Entire home/apt,4,$250.00,250.0,2,7,2023-08-26,4.86,Eastern Ward,Lower Hutt City
l858042056521790055,Bed and breakfast in Waiau Pa · 1 bedroom · 1 bed · 1 private bath,Janelle,2019-06-11,-37.134029999999996,174.75453000000005,Private room,2,$83.00,83.0,1,0,,,Franklin Ward,Auckland
l39153255,Home in Papamoa · ★5.0 · 3 bedrooms · 3 beds · 1 bath,Jake And Lucy,2019-10-05,-37.688140000000004,176.25839,Entire home/apt,5,$600.00,600.0,12,7,2023-01-08,5.0,Mount Maunganui-Papamoa Ward,Tauranga City
l40599454,Guest suite in Ohope · ★4.97 · Studio · 1 bed · 1 bath,Maxine And Alan,2017-06-01,-37.97095,177.05558,Entire home/apt,2,$124.00,124.0,2,63,2023-08-12,4.97,Whakatāne-Ōhope Ward ,Whakatane District
l17926621,Rental unit in Rotorua · ★5.0 · 3 bedrooms · 3 beds · 1 private bath,Kv,2017-03-27,-38.12781,176.23737,Private room,6,$239.00,239.0,1,5,2021-06-20,5.0,Area Outside Ward,Rotorua District
l21401472,Bungalow in Cooks Beach · ★4.87 · 1 bedroom · 1 bed · 1 bath,Lorraine & John,2016-06-13,-36.8438,175.75394,Entire home/apt,2,$103.00,103.0,1,219,2023-07-08,4.87,Mercury Bay Ward,Thames-Coromandel District
l42566276,Guesthouse in Wanaka · ★5.0 · Studio · 1 bed · 1 bath,Jono,2013-05-13,-44.7007942199707,169.10557556152344,Entire home/apt,2,$195.00,195.0,1,62,2023-08-24,5.0,Wanaka Ward,Queenstown-Lakes District
l16681323,Guesthouse in Waterview · ★4.91 · 1 bedroom · 1 bed · 1 private bath,Tracey,2016-04-04,-36.87896,174.7002,Private room,2,$65.00,65.0,2,309,2023-09-02,4.91,Albert-Eden-Puketāpapa Ward,Auckland
l20330539,Guesthouse in Cooks Beach · ★4.88 · 1 bedroom · 1 bed · 1 private bath,Lisa,2016-05-26,-36.83757,175.74396000000004,Private room,2,$95.00,95.0,1,199,2019-10-27,4.88,Mercury Bay Ward,Thames-Coromandel District
l52194212,Guesthouse in Waihi Beach · ★4.96 · 1 bedroom · 1 bed · 1 bath,Diana,2017-01-03,-37.407959999999996,175.94163999999995,Entire home/apt,2,$125.00,125.0,2,46,2023-06-04,4.96,Katikati-Waihi Beach Ward,Western Bay of Plenty District
l38648544,Home in Matauri Bay · ★4.0 · 3 bedrooms · 4 beds · 3 baths,Amazing Accom,2019-07-11,-35.043279999999996,173.90169,Entire home/apt,9,$650.00,650.0,3,3,2023-01-13,4.0,Bay of Islands-Whangaroa Ward,Far North District
l941563879623670553,Bed and breakfast in New Plymouth · ★New · 1 bedroom · 1 bed · 1 private bath,Bobby,2023-07-22,-39.079150270879744,174.09456740370484,Private room,2,$89.00,89.0,1,0,,,New Plymouth City Ward,New Plymouth District
l17927585,Home in Rotorua · ★4.95 · 3 bedrooms · 3 beds · 2 baths,Tanya,2017-03-27,-38.08401,176.21079,Entire home/apt,8,$210.00,210.0,2,175,2023-07-30,4.95,Area Outside Ward,Rotorua District
l42055835,Home in Coal Creek Flat · ★4.85 · 2 bedrooms · 3 beds · 2 baths,Brent,2015-12-11,-45.48361,169.31143,Private room,6,$165.00,165.0,1,20,2023-06-21,4.85,Teviot Valley Ward,Central Otago District
l39806676,Guesthouse in Napier · ★4.95 · 3 bedrooms · 6 beds · 2 baths,Ian & Christine,2016-01-11,-39.53363,176.86694,Entire home/apt,6,$150.00,150.0,2,161,2023-08-27,4.95,Taradale Ward,Napier City
l964797322707155704,Guest suite in Dunedin · ★New · 1 bedroom · 1 bed · 1 bath,Steph,2015-07-26,-45.8484224,170.5108492,Entire home/apt,2,$84.00,84.0,2,0,,,Area Outside Ward,Dunedin City
l566166527649821107,Guest suite in Glenorchy · ★4.33 · 2 bedrooms · 1 bed · 1 bath,Donelle,2021-01-22,-44.846940000000004,168.38301,Entire home/apt,4,$190.00,190.0,1,3,2023-04-23,4.33,Queenstown-Wakatipu Ward,Queenstown-Lakes District
l764857021690785954,Guest suite in Mount Maunganui · ★4.97 · 1 bedroom · 2 beds · 1 bath,Wendy,2018-09-03,-37.652875200000004,176.20451269999995,Entire home/apt,3,$145.00,145.0,2,34,2023-08-27,4.97,Mount Maunganui-Papamoa Ward,Tauranga City
l556765066168838917,Guesthouse in Tauherenikau · ★4.96 · 1 bedroom · 2 beds · 1 bath,Tanya,2018-08-16,-41.138020000000004,175.37812,Entire home/apt,4,$170.00,170.0,1,72,2023-07-15,4.96,Greytown Ward,South Wairarapa District
l943727490819112312,Home in Wellington · ★New · 3 bedrooms · 3 beds · 2 baths,Guy,2021-03-02,-41.290214399999996,174.7262865,Entire home/apt,5,$262.00,262.0,1,1,2023-08-27,5.0,Wharangi/Onslow-Western Ward,Wellington City
l879869992675422207,Guesthouse in Auckland · ★4.67 · 1 bedroom · 1 bed · 1 bath,Peter,2021-04-29,-36.8770143,174.69753640000005,Entire home/apt,2,$150.00,150.0,1,6,2023-07-22,4.67,Albert-Eden-Puketāpapa Ward,Auckland
l32074419,Bed and breakfast in Cape Foulwind · ★4.97 · 2 bedrooms · 2 beds · 1 private bath,Denise,2016-01-25,-41.75096,171.47359,Private room,4,$115.00,115.0,1,98,2023-05-24,4.97,Westport Ward,Buller District
l50598966,Rental unit in Christchurch · 1 bedroom · 3 beds · 1 bath,Unwind Holidays,2013-05-23,-43.53113,172.60563,Private room,4,$350.00,350.0,3,0,,,Riccarton Ward,Christchurch City
l14268227,Rental unit in Nelson · ★4.95 · 1 bedroom · 1 bed · 1 bath,Andy,2016-07-31,-41.28257,173.2923,Entire home/apt,2,$124.00,124.0,2,280,2023-09-01,4.95,Area Outside Ward,Nelson City
l36923615,Guest suite in Orewa · ★4.93 · 1 bedroom · 1 bed · 1 bath,Wayne,2016-09-04,-36.57874,174.67917,Entire home/apt,2,$110.00,110.0,2,55,2023-08-10,4.93,Albany Ward,Auckland
l761841584384823651,Vacation home in Waihi Beach · ★4.70 · 2 bedrooms · 4 beds · 1 bath,Misty,2017-04-17,-37.43389630000001,175.9629237,Entire home/apt,5,$265.00,265.0,2,10,2023-07-10,4.7,Katikati-Waihi Beach Ward,Western Bay of Plenty District
l39899627,Guesthouse in Blackball · ★4.79 · 1 bedroom · 1 bed · 1 bath,Debbie,2019-05-16,-42.36265,171.41305,Entire home/apt,2,$115.00,115.0,1,14,2023-07-22,4.79,Eastern Ward,Grey District
l893227073256227514,Home in Auckland · 3 bedrooms · 2 beds · 2 baths,Devonport,2020-06-16,-36.80487,174.74707,Entire home/apt,5,$325.00,325.0,4,0,,,North Shore Ward,Auckland
l810969264587516301,Home in Whangamatā · 4 bedrooms · 7 beds · 2 baths,Kim,2023-01-19,-37.22413,175.87939,Entire home/apt,10,$514.00,514.0,2,0,,,South Eastern Ward,Thames-Coromandel District
l4567164,Home in Auckland · ★5.0 · 3 bedrooms · 4 beds · 2 baths,Donna,2014-07-31,-36.853159999999995,174.73449,Entire home/apt,6,$550.00,550.0,5,9,2020-01-14,5.0,Waitematā and Gulf Ward,Auckland
l658774865383166197,Bungalow in Waikanae Beach · 6 bedrooms · 6 beds · 2 baths,Bachcare,2017-08-09,-40.863409999999995,175.02043999999995,Entire home/apt,10,$365.00,365.0,2,1,2023-07-28,5.0,Waikanae Ward,Kapiti Coast District
l46878402,Home in Christchurch · ★4.93 · 1 bedroom · 1 bed · 1 private bath,Caley,2017-01-20,-43.49457,172.57588,Private room,2,$69.00,69.0,2,40,2023-06-10,4.93,Waimairi Ward,Christchurch City
l54164377,Cottage in Kaimarama · ★4.87 · 1 bedroom · 2 beds · 1 bath,Kath,2015-12-12,-36.871109999999994,175.6435,Entire home/apt,4,$150.00,150.0,2,61,2023-07-15,4.87,Mercury Bay Ward,Thames-Coromandel District
l809712623905790318,Home in Nelson · ★4.68 · 2 bedrooms · 3 beds · 1 bath,Gary,2023-01-21,-41.27412,173.30427,Entire home/apt,4,$119.00,119.0,2,19,2023-07-06,4.68,Area Outside Ward,Nelson City
l566796023881538387,Rental unit in Auckland · ★4.87 · 2 bedrooms · 3 beds · 2 baths,Amy,2014-06-19,-36.85324,174.8588,Entire home/apt,5,$296.00,296.0,6,15,2023-07-22,4.87,Ōrākei Ward,Auckland
l960422186731995333,Guesthouse in Papamoa · ★New · 3 bedrooms · 3 beds · 1 bath,Toni,2019-03-23,-37.71894035915197,176.3467563840459,Entire home/apt,6,$210.00,210.0,1,0,,,Mount Maunganui-Papamoa Ward,Tauranga City
l26276648,Home in Otane · ★4.93 · 1 bedroom · 2 beds · 1 bath,Debs,2018-01-07,-39.92629,176.66901000000001,Entire home/apt,3,$145.00,145.0,1,55,2023-08-14,4.93,Aramoana-Ruahine Ward,Central Hawke's Bay District
l32366021,Townhouse in Dunedin · ★4.94 · 3 bedrooms · 3 beds · 2 baths,Claire And Wolfgang,2016-12-16,-45.8749,170.49864,Entire home/apt,6,$250.00,250.0,2,230,2023-08-31,4.94,Area Outside Ward,Dunedin City
l961113593849110700,Home in Queenstown · ★New · 4 bedrooms · 4 beds · 2 baths,Tess,2016-04-20,-44.99127,168.73622,Entire home/apt,8,$650.00,650.0,2,0,,,Queenstown-Wakatipu Ward,Queenstown-Lakes District
l911095826057154469,Home in Auckland · ★5.0 · 4 bedrooms · 5 beds · 3 baths,Team EJ,2019-07-08,-36.852860299999996,174.74797759999996,Entire home/apt,8,$599.00,599.0,1,5,2023-08-12,5.0,Waitematā and Gulf Ward,Auckland
l921576980981415001,Rental unit in Auckland · ★4.50 · 1 bedroom · 1 bed · 1 bath,Team EJ,2019-07-30,-36.855382,174.7600767,Entire home/apt,2,$135.00,135.0,1,4,2023-08-01,4.5,Waitematā and Gulf Ward,Auckland
l42182713,Rental unit in Nelson · ★4.89 · 1 bedroom · 2 beds · 1 bath,Kim,2016-10-07,-41.27465,173.26051999999999,Entire home/apt,4,$275.00,275.0,1,18,2023-07-24,4.89,Area Outside Ward,Nelson City
l23146016,Home in Tekapo · ★4.83 · 4 bedrooms · 7 beds · 2 baths,Discover Tekapo Accommodation,2016-11-07,-44.012615000000004,170.491516,Entire home/apt,10,$324.00,324.0,2,47,2023-09-02,4.83,Pukaki Ward,Mackenzie District
l892271078104900384,Home in Auckland · 1 bedroom · 1 bed · 1 bath,Gerard,2015-07-28,-36.79106481616642,174.6648455883606,Private room,2,$200.00,200.0,1,0,,,Albany Ward,Auckland
l49574810,Rental unit in Ohakune · ★4.58 · 1 bedroom · 1 bed · 1 bath,Dion,2016-10-09,-39.40396,175.41605,Entire home/apt,3,$124.00,124.0,1,24,2023-08-19,4.58,Waimarino-Waiouru Ward,Ruapehu District
l938561073523425277,Rental unit in Auckland · ★New · 7 bedrooms · 7 beds · 3 baths,Young Duck,2017-04-20,-36.91962410000001,174.7806421,Entire home/apt,9,$460.00,460.0,120,0,,,Maungakiekie-Tāmaki Ward,Auckland
l48233031,Guesthouse in Maungatautari · ★4.96 · 1 bedroom · 1 bed · 1 bath,Mort And April,2021-01-07,-38.010999999999996,175.62603000000001,Entire home/apt,2,$225.00,225.0,2,25,2023-07-16,4.96,Maungatautari Ward,Waipa District
l768399487531962665,Home in Kennedy Bay · 3 bedrooms · 5 beds · 1 bath,Carolyn,2022-11-25,-36.6802,175.54838999999996,Entire home/apt,7,$300.00,300.0,2,2,2023-01-05,5.0,Coromandel-Colville Ward,Thames-Coromandel District
l660466366224927433,Guest suite in Te Anau · ★4.97 · 2 bedrooms · 2 beds · 1 bath,Matthew,2017-07-18,-45.4171,167.72669,Entire home/apt,4,$157.00,157.0,1,59,2023-08-17,4.97,Mararoa Waimea Ward,Southland District
l30935977,Home in Hanmer Springs · ★4.72 · 3 bedrooms · 4 beds · 2 baths,Bachcare,2017-08-09,-42.51624,172.828,Entire home/apt,6,$268.00,268.0,2,18,2023-07-31,4.72,West Ward,Hurunui District
