id,name,host_name,host_since,latitude,longitude,room_type,accommodates,price,price_nzd,minimum_nights,number_of_reviews,last_review,review_scores_rating,region_name,region_parent_name
l11909616,Rental unit in Opononi · ★4.73 · 1 bedroom · 2 beds · 1 private bath,Richard,2012-08-01,-35.51398,173.38955,Private room,3,$100.00,100.0,1,505,2023-08-25,4.73,Kaikohe-Hokianga Ward,Far North District
l44538694,Farm stay in Miranda · ★4.93 · 3 bedrooms · 1 bed · 1 bath,Judi,2020-08-03,-37.17297,175.28864,Entire home/apt,7,$190.00,190.0,1,61,2023-04-15,4.93,Plains Ward,Hauraki District
l695685053729167791,Bungalow in Martinborough · 2 bedrooms · 2 beds · 1 bath,Bachcare,2017-08-09,-41.2234,175.44969,Entire home/apt,4,$314.00,314.0,2,2,2023-01-28,5.0,Martinborough Ward,South Wairarapa District
l931591167956934516,Home in Minden · ★New · 4 bedrooms · 5 beds · 1.5 baths,Paul,2018-03-13,-37.70032610501523,176.0405600636345,Entire home/apt,10,$700.00,700.0,5,0,,,Kaimai Ward,Western Bay of Plenty District
l669685796106302232,Home in Wānaka · ★4.69 · 5 bedrooms · 6 beds · 3 baths,Justine,2017-05-12,-44.6820031,169.15780159999997,Entire home/apt,10,$846.00,846.0,1,16,2023-08-21,4.69,Wanaka Ward,Queenstown-Lakes District
l47705689,Hotel in Katikati · ★5.0 · 2 bedrooms · 3 beds · 1 private bath,Erin,2019-05-10,-37.55721,175.91707,Private room,5,$270.00,270.0,1,4,2022-05-29,5.0,Katikati-Waihi Beach Ward,Western Bay of Plenty District
l775665954568030098,Home in Whangaparāoa · 3 bedrooms · 3 beds · 1 bath,Sasha,2022-12-06,-36.6451,174.73815,Entire home/apt,5,$250.00,250.0,1,1,2023-05-07,5.0,Albany Ward,Auckland
l50118792,Cottage in Kinloch · ★4.86 · 3 bedrooms · 3 beds · 1.5 baths,Carmen,2020-02-13,-38.662929999999996,175.9188,Entire home/apt,6,$400.00,400.0,2,22,2023-08-12,4.86,Turangi-Tongariro Ward,Taupo District
l36576886,Home in Hanmer Springs · ★4.74 · 3 bedrooms · 6 beds · 1 bath,Pauline,2019-07-10,-42.51502,172.83307,Entire home/apt,8,$206.00,206.0,2,58,2023-08-12,4.74,West Ward,Hurunui District
l31540227,Home in Haumoana · ★4.90 · 3 bedrooms · 3 beds · 1.5 baths,Rebecca,2020-05-17,-39.64216,176.9416,Entire home/apt,5,$400.00,400.0,2,91,2023-08-05,4.9,Kahuranaki Ward,Hastings District
l719830413519809409,Home in Red Beach · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,Petronella,2018-05-05,-36.60176,174.68673,Entire home/apt,7,$450.00,450.0,4,6,2023-07-03,5.0,Albany Ward,Auckland
l38702350,Villa in Queenstown · ★5.0 · 5 bedrooms · 6 beds · 2.5 baths,Bridget,2016-04-05,-45.02426,168.68958999999995,Entire home/apt,10,"$1,613.00",1613.0,3,26,2023-08-20,5.0,Queenstown-Wakatipu Ward,Queenstown-Lakes District
l31990975,Home in Kaikoura · ★4.55 · 2 bedrooms · 2 beds · 2 baths,Kaikoura Holiday Homes,2015-11-05,-42.416779999999996,173.70586,Entire home/apt,4,$181.00,181.0,2,47,2023-07-10,4.55,Area Outside Ward,Kaikoura District
l883078974919276291,Home in Papamoa · 3 bedrooms · 3 beds · 2 baths,Sarah,2018-01-21,-37.730367,176.34423600000005,Entire home/apt,6,$350.00,350.0,1,0,,,Mount Maunganui-Papamoa Ward,Tauranga City
l38732716,Rental unit in Russell · ★5.0 · 4 bedrooms · 6 beds · 2 baths,Olivia,2016-06-10,-35.26339,174.12694,Entire home/apt,8,$365.00,365.0,2,38,2023-07-31,5.0,Bay of Islands-Whangaroa Ward,Far North District
l855900680665906267,Home in Silverdale · ★4.86 · 1 bedroom · 1 bed · 1 private bath,Jolene,2023-03-26,-36.61130317301244,174.67160591694946,Private room,2,$96.00,96.0,1,21,2023-08-14,4.86,Albany Ward,Auckland
l576891065989785719,Rental unit in Auckland · ★4.60 · 1 bedroom · 1 bed · 1 bath,Stefan,2016-08-06,-36.84413,174.76418999999999,Entire home/apt,2,$195.00,195.0,1,45,2023-08-28,4.6,Waitematā and Gulf Ward,Auckland
l740080457921639925,Home in Dunedin · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,Christy,2020-06-15,-45.91577,170.47943999999995,Entire home/apt,4,$450.00,450.0,3,6,2023-08-06,5.0,Area Outside Ward,Dunedin City
l5905042,Home in Blenheim · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths,Rose,2014-01-29,-41.53334,173.91109,Entire home/apt,5,$350.00,350.0,2,27,2023-02-05,4.96,Wairau-Awatere Ward,Marlborough District
l47405853,Hut in National Park · ★4.43 · 1 bedroom · 2 beds · 1 shared bath,Miki,2015-08-31,-39.16449,175.48308,Private room,3,$65.00,65.0,2,14,2023-01-15,4.43,National Park Ward,Ruapehu District
l13363295,Home in Oamaru · ★4.65 · 1 bedroom · 2 beds · 2 shared baths,Agra,2016-06-05,-45.10396,170.96733999999995,Private room,2,$120.00,120.0,1,17,2023-04-08,4.65,Oamaru Ward,Waitaki District
l49452902,Home in Christchurch · ★4.76 · 3 bedrooms · 3 beds · 1.5 baths,Leanne,2018-01-06,-43.459559999999996,172.58825,Entire home/apt,6,$240.00,240.0,2,17,2023-04-30,4.76,Harewood Ward,Christchurch City
l39820544,Guest suite in Whanganui · ★4.90 · 1 bedroom · 2 beds · 1 bath,Vicky,2019-10-06,-39.92647,175.04761000000005,Entire home/apt,2,$130.00,130.0,1,99,2023-08-05,4.9,Area Outside Ward,Whanganui District
l869825936832818493,Home in Greytown · ★5.0 · 3 bedrooms · 3 beds · 2 baths,Kate,2018-10-13,-41.08240170000001,175.4537585,Entire home/apt,6,$550.00,550.0,2,3,2023-07-29,5.0,Greytown Ward,South Wairarapa District
l937737502740904874,Home in Picton · ★New · 3 bedrooms · 4 beds · 1 bath,Bachcare,2017-08-09,-41.29254007210151,174.0096490220329,Entire home/apt,6,$307.00,307.0,2,0,,,Marlborough Sounds Ward,Marlborough District
l39263124,Home in Wanaka · ★5.0 · 4 bedrooms · 5 beds · 3 baths,Emily,2015-11-12,-44.67658,169.1576,Entire home/apt,8,$600.00,600.0,7,13,2023-08-03,5.0,Wanaka Ward,Queenstown-Lakes District
l46297846,Home in Wanaka · 3 bedrooms · 3 beds · 2 baths,Frances,2018-12-27,-44.677640000000004,169.16352,Entire home/apt,4,$300.00,300.0,3,1,2021-01-02,5.0,Wanaka Ward,Queenstown-Lakes District
l32473976,Home in Auckland · 1 bedroom · 1 bed · 1 shared bath,Ceci,2019-02-18,-36.89324000000001,174.65241,Private room,2,$100.00,100.0,1,0,,,Waitākere Ward,Auckland
l832660621033019861,Rental unit in Wellington · 2 bedrooms · 3 beds · 2 baths,Jason,2022-09-29,-41.29504,174.7788,Entire home/apt,4,$380.00,380.0,2,1,2023-06-05,5.0,Pukehīnau/Lambton Ward,Wellington City
l53110848,Guesthouse in Blenheim · ★4.88 · 1 bedroom · 1 bed · 1 bath,Chris And Lois,2021-11-01,-41.50036,173.9463,Entire home/apt,2,$110.00,110.0,2,40,2023-04-09,4.88,Blenheim Ward,Marlborough District
l45885455,Guesthouse in Hope · ★4.85 · 2 bedrooms · 2 beds · 1 bath,Annitta,2020-10-05,-41.35452,173.15232,Entire home/apt,4,$207.00,207.0,1,33,2023-09-01,4.85,Richmond Ward,Tasman District
l32970487,Home in Thames · ★4.92 · 1 bedroom · 1 bed · 1 private bath,Mal,2018-04-26,-37.129020000000004,175.54013999999995,Private room,2,$80.00,80.0,2,72,2023-06-30,4.92,Thames Ward,Thames-Coromandel District
l37187104,Cottage in Blenheim · ★4.99 · 2 bedrooms · 2 beds · 1 bath,Lisa & Andrew,2016-10-30,-41.52306,173.93118,Entire home/apt,4,$239.00,239.0,2,150,2023-08-16,4.99,Wairau-Awatere Ward,Marlborough District
l692864690971301097,Home in Twizel · ★4.94 · 3 bedrooms · 3 beds · 1 bath,Amy,2016-03-03,-44.25989000000001,170.093,Entire home/apt,8,$153.00,153.0,2,17,2023-08-11,4.94,Pukaki Ward,Mackenzie District
l30940411,Home in Paihia · ★4.76 · 4 bedrooms · 5 beds · 2 baths,Bachcare,2017-08-09,-35.28335999999999,174.09378,Entire home/apt,8,$410.00,410.0,2,30,2023-07-08,4.76,Bay of Islands-Whangaroa Ward,Far North District
l37944392,Boutique hotel in Taupo · 1 bedroom · 2 beds · 1 bath,Barrington Motel,2019-08-13,-38.69072,176.07871,Hotel room,4,$199.00,199.0,1,2,2022-12-23,4.0,Taupō Ward,Taupo District
l32476153,Rental unit in Queenstown · ★4.90 · 3 bedrooms · 4 beds · 2 baths,Paula,2019-02-18,-45.030609999999996,168.66609,Entire home/apt,6,$575.00,575.0,3,130,2023-08-12,4.9,Queenstown-Wakatipu Ward,Queenstown-Lakes District
l8487492,Rental unit in Auckland · ★4.95 · 2 bedrooms · 2 beds · 1 bath,David & Trudy,2015-03-03,-36.85232,174.51758999999996,Entire home/apt,4,"$1,500.00",1500.0,2,206,2022-01-06,4.95,Waitākere Ward,Auckland
l24026180,Guest suite in Christchurch · ★4.88 · 1 bedroom · 3 beds · 1 bath,Joanne,2010-10-02,-43.50683,172.56675,Entire home/apt,3,$96.00,96.0,2,82,2023-08-19,4.88,Waimairi Ward,Christchurch City
l43178606,Serviced apartment in Christchurch · ★4.88 · 3 bedrooms · 4 beds · 1 bath,Emma & Fidel,2016-08-19,-43.519459999999995,172.63947,Entire home/apt,5,$367.00,367.0,1,26,2023-04-15,4.88,Central Ward,Christchurch City
l840877043982766374,Cabin in Gore · ★4.0 · 1 bedroom · 1 bed · 1 bath,Nicholas,2023-03-05,-46.10866,168.93598,Private room,2,$80.00,80.0,1,5,2023-06-22,4.0,Gore Ward,Gore District
l53960129,Guesthouse in Ōwhango · ★4.76 · 1 bedroom · 3 beds · 1 bath,Margaret,2021-12-23,-38.99942,175.38034,Entire home/apt,5,$130.00,130.0,1,25,2023-08-25,4.76,National Park Ward,Ruapehu District
l675793920136415498,Condo in Auckland · ★5.0 · 1 bedroom · 1 bed · 1 bath,Kirsten,2016-05-06,-36.84849000000001,174.74073,Entire home/apt,2,$240.00,240.0,5,10,2023-08-14,5.0,Waitematā and Gulf Ward,Auckland
l755459178365505373,Home in Tauranga · 3 bedrooms · 6 beds · 2 baths,Sophie,2017-07-10,-37.69553,176.2737,Entire home/apt,8,$450.00,450.0,6,0,,,Mount Maunganui-Papamoa Ward,Tauranga City
l915487383389644970,Home in Wānaka · ★5.0 · 1 bedroom · 1 bed · 1 bath,Alastair,2023-06-16,-44.67925,169.13718,Private room,2,$108.00,108.0,1,4,2023-09-02,5.0,Wanaka Ward,Queenstown-Lakes District
l40626128,Guest suite in Rotorua · ★4.96 · 1 bedroom · 1 bed · 1 bath,Amy,2014-03-21,-38.11613,176.30674,Entire home/apt,2,$180.00,180.0,2,47,2023-08-27,4.96,Area Outside Ward,Rotorua District
l51204650,Guest suite in Auckland · ★4.88 · 1 bedroom · 1 bed · 1 bath,Team EJ,2017-10-02,-36.764991760253906,174.76429748535156,Entire home/apt,2,$112.00,112.0,1,66,2023-08-24,4.88,North Shore Ward,Auckland
l33409937,Home in Pirongia · ★5.0 · 4 bedrooms · 6 beds · 2 baths,Angela,2016-08-22,-37.99669,175.16519,Entire home/apt,8,$900.00,900.0,2,9,2023-04-09,5.0,Pirongia Ward,Waipa District
l53846667,Guesthouse in Auckland · ★New · 1 bedroom · 1 bed · 1 bath,Katherine And Husband Ian,2014-05-27,-36.8959,174.84335,Entire home/apt,2,$139.00,139.0,1,1,2023-09-02,5.0,Maungakiekie-Tāmaki Ward,Auckland
l11225171,Guesthouse in Arthurs Point · ★4.92 · 1 bedroom · 1 bed · 1 bath,Tracey,2016-01-24,-44.98735,168.67535,Entire home/apt,2,$160.00,160.0,3,97,2022-11-23,4.92,Queenstown-Wakatipu Ward,Queenstown-Lakes District
l25377505,Rental unit in Nelson · ★4.19 · 2 bedrooms · 6 beds · 1.5 baths,Dave,2015-06-08,-41.27531,173.28138,Entire home/apt,6,$90.00,90.0,1,193,2022-02-25,4.19,Area Outside Ward,Nelson City
l13436324,Home in Tuateawa · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,Coromandel Accommodation,2014-01-08,-36.63174,175.57558999999995,Entire home/apt,7,$292.00,292.0,2,25,2023-09-03,5.0,Coromandel-Colville Ward,Thames-Coromandel District
l53067566,Home in Ohakune · ★5.0 · 10 bedrooms · 14 beds · 6 baths,Paul,2018-10-10,-39.40654,175.41647,Entire home/apt,16,"$1,479.00",1479.0,2,6,2023-08-27,5.0,Waimarino-Waiouru Ward,Ruapehu District
l28892492,Guest suite in Christchurch · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Gaye,2018-08-09,-43.5063,172.61416,Private room,2,$110.00,110.0,2,9,2023-02-24,5.0,Fendalton Ward,Christchurch City
l31419188,Guesthouse in Wanganui · ★4.90 · 2 bedrooms · 3 beds · 1 bath,Graeme & Revessa,2019-01-08,-39.89752,175.08012,Entire home/apt,4,$139.00,139.0,1,185,2023-08-22,4.9,Area Outside Ward,Whanganui District
l32294803,Home in Porirua · ★4.90 · 1 bedroom · 2 beds · 1 shared bath,Justin,2017-01-30,-41.07233,174.85601,Private room,3,$45.00,45.0,1,20,2020-03-14,4.9,Northern Ward/Pukerua ki te Raki,Porirua City
l803304110801509699,Home in Dairy Flat · 4 bedrooms · 4 beds · 3 baths,Thomas,2019-02-25,-36.672059999999995,174.66867,Entire home/apt,8,"$2,980.00",2980.0,3,0,,,Rodney Ward,Auckland
l594225832960995325,Home in Taupō · 3 bedrooms · 7 beds · 3 baths,Bachcare,2017-08-09,-38.70091,176.03237,Entire home/apt,8,$284.00,284.0,2,0,,,Taupō Ward,Taupo District
l800883640435675940,Home in Taupō · ★4.76 · 4 bedrooms · 12 beds · 2 baths,Simon,2023-01-09,-38.717466609460566,176.08405685581974,Entire home/apt,16,$502.00,502.0,1,21,2023-08-06,4.76,Taupō Ward,Taupo District
l39157912,Home in Bay of Plenty · ★4.85 · 1 bedroom · 1 bed · 1 private bath,Ronnie,2017-04-15,-37.64454,176.18722,Private room,2,$119.00,119.0,1,98,2023-05-27,4.85,Mount Maunganui-Papamoa Ward,Tauranga City
l766160484731392026,Home in Gisborne · ★4.93 · 4 bedrooms · 5 beds · 1 bath,Gwen,2022-11-22,-38.67969,178.05587,Entire home/apt,8,$250.00,250.0,3,15,2023-08-24,4.93,Gisborne Ward,Gisborne District
l53513829,Home in Wanaka · ★4.96 · Studio · 4 beds · 2 baths,Te Wanaka Lodge,2013-12-12,-44.6831,169.13422,Entire home/apt,6,$633.00,633.0,2,24,2023-07-02,4.96,Wanaka Ward,Queenstown-Lakes District
l16150287,Rental unit in Tauranga · ★5.0 · 3 bedrooms · 3 beds · 2 baths,Kim,2016-07-11,-37.63602,176.18825,Entire home/apt,4,$550.00,550.0,4,11,2020-01-01,5.0,Mount Maunganui-Papamoa Ward,Tauranga City
l17386004,Place to stay in Athol · ★4.85 · 1 bedroom · 4 beds · 1 bath,Beks,2017-01-26,-45.51574,168.58251,Private room,4,$105.00,105.0,1,41,2023-04-09,4.85,Mararoa Waimea Ward,Southland District
l17606208,Guesthouse in New Plymouth · ★4.77 · 2 bedrooms · 2 beds · 1 bath,Maree,2016-04-02,-39.06463,174.03546,Entire home/apt,4,$140.00,140.0,1,174,2023-07-11,4.77,New Plymouth City Ward,New Plymouth District
l22673677,Townhouse in Auckland · ★4.98 · 1 bedroom · 1 bed · 1 private bath,Vic,2016-05-11,-36.844429999999996,174.73972,Private room,2,$115.00,115.0,2,176,2023-08-26,4.98,Waitematā and Gulf Ward,Auckland
l29763491,Chalet in Okere Falls · ★4.97 · 3 bedrooms · 6 beds · 2.5 baths,Matthew,2018-11-05,-38.0246,176.37192,Entire home/apt,8,$590.00,590.0,2,29,2023-06-04,4.97,Area Outside Ward,Rotorua District
l20777408,Home in Papamoa · ★4.89 · 2 bedrooms · 4 beds · 1 bath,Rochelle,2015-02-02,-37.69426,176.27841,Entire home/apt,4,$253.00,253.0,1,228,2023-08-31,4.89,Mount Maunganui-Papamoa Ward,Tauranga City
l969282712719950134,Home in Te Miro · ★New · 3 bedrooms · 3 beds · 1 bath,Hayley,2019-01-05,-37.84057593050049,175.513495857248,Entire home/apt,5,$213.00,213.0,1,0,,,Maungatautari Ward,Waipa District
l40512246,Farm stay in Kaiwera · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,Andrew,2019-03-05,-46.18784,169.0739,Private room,2,$105.00,105.0,1,5,2020-02-29,5.0,Kaiwera-Waimumu Ward,Gore District
l766571916215797869,Home in Waiheke Island · ★4.73 · 3 bedrooms · 4 beds · 1 bath,Coast And Country,2016-05-03,-36.785109999999996,175.01837,Entire home/apt,6,$333.00,333.0,2,30,2023-08-23,4.73,Waitematā and Gulf Ward,Auckland
l740243619957183061,Townhouse in Christchurch · ★5.0 · 1 bedroom · 1 bed · 1 bath,Kim,2019-05-25,-43.5386381,172.6214788,Entire home/apt,2,$198.00,198.0,3,25,2023-08-28,5.0,Central Ward,Christchurch City
l45954386,Home in Queensberry · ★4.96 · 3 bedrooms · 3 beds · 1.5 baths,Alex,2012-05-15,-44.81572,169.32412,Entire home/apt,6,$300.00,300.0,3,50,2023-08-28,4.96,Cromwell Ward,Central Otago District
l52340679,Chalet in Coronet Peak · 1 bedroom · 1 bed · 2 shared baths,Shania,2020-12-05,-44.949529999999996,168.70477,Shared room,1,$30.00,30.0,1,0,,,Queenstown-Wakatipu Ward,Queenstown-Lakes District
l771342168053709668,Home in Ashburton · 1 bedroom · 1 bed · 1.5 shared baths,Maria,2016-07-05,-43.90462,171.75491,Private room,2,$70.00,70.0,3,1,2023-06-17,5.0,Ashburton Ward,Ashburton District
l43613605,Guest suite in Cambridge · ★4.75 · 2 bedrooms · 2 beds · 1 bath,Bridget,2019-11-18,-37.925841999999996,175.493149,Entire home/apt,4,$195.00,195.0,2,28,2023-07-01,4.75,Cambridge Ward,Waipa District
l870032929852759588,Home in Auckland · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Emma,2013-11-27,-37.02462,174.91692,Private room,2,$70.00,70.0,1,10,2023-09-02,5.0,Manurewa-Papakura Ward,Auckland
l32820318,Holiday park in Coromandel · ★4.64 · 2 bedrooms · 4 beds · 1 bath,Aaron,2016-08-06,-36.73543,175.48256,Entire home/apt,6,$298.00,298.0,1,14,2023-01-26,4.64,Coromandel-Colville Ward,Thames-Coromandel District
l681902321530199941,Guesthouse in Havelock North · 1 bedroom · 1 bed · 1 bath,Isobel,2019-08-30,-39.67323,176.8606,Entire home/apt,2,$246.00,246.0,1,2,2023-02-12,4.5,Heretaunga Ward,Hastings District
l781559621128189227,Rental unit in Auckland · ★4.90 · 1 bedroom · 1 bed · 1 bath,Newstar,2022-06-08,-36.8533786,174.7603211,Entire home/apt,2,$124.00,124.0,2,10,2023-08-07,4.9,Waitematā and Gulf Ward,Auckland
l7789596,Villa in Auckland · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,Rosie,2015-08-09,-36.891729999999995,174.77424,Private room,2,$79.00,79.0,1,402,2023-08-27,4.89,Albert-Eden-Puketāpapa Ward,Auckland
l54215671,Serviced apartment in Otago · ★5.0 · 1 bedroom · 1 bed · 1 bath,Carol,2020-11-11,-44.69657,169.1374,Entire home/apt,2,$325.00,325.0,2,8,2023-08-22,5.0,Wanaka Ward,Queenstown-Lakes District
l566835734383588513,Home in Taupō · ★4.88 · 3 bedrooms · 4 beds · 2 baths,Kelsey,2017-07-01,-38.68825,176.07743,Entire home/apt,6,$211.00,211.0,2,94,2023-08-30,4.88,Taupō Ward,Taupo District
l21636469,Guest suite in Blenheim · ★4.91 · 1 bedroom · 1 bed · 1 bath,David,2017-02-24,-41.49876,173.9453,Entire home/apt,2,$95.00,95.0,1,276,2023-07-05,4.91,Blenheim Ward,Marlborough District
l15776133,Home in Tutukaka · ★New · 5 bedrooms · 5 beds · 2.5 baths,Karin,2016-11-01,-35.621801508470725,174.53178648695592,Entire home/apt,6,$900.00,900.0,7,0,,,Hikurangi-Coastal Ward,Whangarei District
l16785043,Home in Christchurch · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,Laurinda-Lee,2016-01-08,-43.54577000000001,172.74573,Private room,2,$32.00,32.0,2,7,2019-01-18,5.0,Coastal Ward,Christchurch City
l40230448,Tent in Lake Hāwea · ★4.67 · 1 bedroom · 2 beds · 1.5 baths,The Camp,2013-09-26,-44.60504180135107,169.2450251043665,Private room,4,$99.00,99.0,1,6,2023-03-02,4.67,Wanaka Ward,Queenstown-Lakes District
l958800787115973157,Home in Whitianga · ★New · 3 bedrooms · 4 beds · 1 bath,Bachcare,2017-08-09,-36.828452673859466,175.7037922347952,Entire home/apt,6,$304.00,304.0,2,0,,,Mercury Bay Ward,Thames-Coromandel District
l756581759387542681,Guesthouse in Rotoorangi · ★4.90 · 1 bedroom · 1 bed · 1 bath,Harland,2018-09-01,-37.97935,175.46031000000005,Entire home/apt,2,$100.00,100.0,1,21,2023-07-15,4.9,Maungatautari Ward,Waipa District
l709768871180031802,Home in Snells Beach · ★4.83 · 3 bedrooms · 3 beds · 2 baths,James,2018-04-03,-36.41109,174.72055,Entire home/apt,6,$295.00,295.0,4,6,2023-03-18,4.83,Rodney Ward,Auckland
l53647584,Home in Gisborne · ★4.50 · 3 bedrooms · 3 beds · 1 bath,AnG-Emma-Nicola,2016-05-21,-38.66649,178.03315,Entire home/apt,6,$246.00,246.0,1,18,2023-08-12,4.5,Gisborne Ward,Gisborne District
l962480434946927598,Guesthouse in Rotorua · ★New · 1 bedroom · 1 bed · 1 bath,Andrea,2018-02-06,-38.151618210039686,176.2490966710641,Entire home/apt,2,$120.00,120.0,1,2,2023-09-02,5.0,Area Outside Ward,Rotorua District
l30509028,Rental unit in Rotorua · ★4.44 · 1 bedroom · 1 bed · 1 bath,Richard,2018-10-20,-38.14396,176.25132,Private room,2,$132.00,132.0,1,9,2023-06-23,4.44,Area Outside Ward,Rotorua District
l32637113,Guest suite in Arrowtown · ★4.97 · 1 bedroom · 1 bed · 1 bath,Jo & Grant,2015-03-26,-44.950950622558594,168.8451385498047,Entire home/apt,2,$120.00,120.0,1,172,2023-08-27,4.97,Arrowtown Ward,Queenstown-Lakes District
l831560089456545061,Rental unit in Christchurch · ★4.64 · 2 bedrooms · 2 beds · 1 bath,Punyadeep,2022-09-19,-43.543,172.61512,Entire home/apt,4,$129.00,129.0,1,14,2023-08-10,4.64,Spreydon Ward,Christchurch City
l858362621235702925,Home in Kaiteriteri · 2 bedrooms · 3 beds · 1 bath,Michelle,2017-10-13,-41.0378,173.00848,Entire home/apt,4,$121.00,121.0,1,1,2023-04-13,4.0,Motueka Ward,Tasman District
l21475630,Cabin in Coromandel Forest Park · ★4.57 · 3 bedrooms · 10 beds · 1 bath,Wendy,2017-10-20,-37.12388,175.62708,Entire home/apt,10,$84.00,84.0,2,23,2023-01-12,4.57,Thames Ward,Thames-Coromandel District
l22836373,Townhouse in Dunedin · ★4.31 · 1 bedroom · 4 beds · 3 shared baths,Andy,2018-01-05,-45.8793,170.49759,Private room,4,$81.00,81.0,1,144,2023-08-06,4.31,Area Outside Ward,Dunedin City
l33792160,Townhouse in Auckland · ★4.70 · 4 bedrooms · 5 beds · 2.5 baths,Winnie,2014-07-15,-36.90658,174.79471,Entire home/apt,8,$277.00,277.0,2,47,2023-08-07,4.7,Maungakiekie-Tāmaki Ward,Auckland
l770699872440897157,Condo in Auckland · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Anne,2012-02-20,-36.88339000000001,174.8169,Entire home/apt,3,$167.00,167.0,2,14,2023-08-06,5.0,Ōrākei Ward,Auckland
l900347605277765205,Home in Christchurch · ★4.78 · 2 bedrooms · 3 beds · 2 baths,Carebnb,2022-10-07,-43.5232434,172.6420544,Entire home/apt,5,$150.00,150.0,1,9,2023-08-20,4.78,Central Ward,Christchurch City
l14793078,Guesthouse in Waiwera · ★4.91 · 1 bedroom · 2 beds · 1 bath,Linda,2016-08-29,-36.56214,174.70668,Entire home/apt,3,$175.00,175.0,1,303,2023-08-19,4.91,Albany Ward,Auckland
l48643683,Home in Blenheim · ★4.77 · 3 bedrooms · 4 beds · 1 bath,Sarah,2018-07-24,-41.51577,173.93187,Entire home/apt,7,$290.00,290.0,2,44,2023-07-06,4.77,Wairau-Awatere Ward,Marlborough District
l26424000,Guesthouse in Wellington · ★4.82 · Studio · 1 bed · 1 bath,Noeline,2015-06-27,-41.28931,174.80209,Entire home/apt,2,$98.00,98.0,3,109,2023-07-31,4.82,Motukairangi/Eastern Ward,Wellington City
l738723503630296571,Home in Whakataki · ★5.0 · 3 bedrooms · 9 beds · 1 bath,Talesha,2011-09-24,-40.86952,176.22663,Entire home/apt,9,$180.00,180.0,2,5,2023-08-15,5.0,Area Outside Ward,Masterton District
l19613023,Cabin in Arthurs Point · ★4.99 · 2 bedrooms · 3 beds · 1 bath,Angie And Gareth,2017-07-01,-44.98003,168.67934,Entire home/apt,4,$300.00,300.0,3,82,2023-08-29,4.99,Queenstown-Wakatipu Ward,Queenstown-Lakes District
l53261781,Guest suite in Whangamatā · ★4.83 · 2 bedrooms · 4 beds · 1 bath,Cj,2020-02-17,-37.196659999999994,175.86766,Entire home/apt,4,$220.00,220.0,2,12,2023-03-24,4.83,South Eastern Ward,Thames-Coromandel District
l34093131,Tiny home in Wellington · ★4.79 · 1 bedroom · 1 bed · 1 bath,Alan,2018-07-27,-41.3246,174.78662,Entire home/apt,2,$85.00,85.0,2,180,2023-08-08,4.79,Motukairangi/Eastern Ward,Wellington City
l45094316,Guest suite in Hastings · ★4.78 · 1 bedroom · 2 beds · 1 bath,Joy,2020-08-22,-39.61072,176.95065,Entire home/apt,3,$120.00,120.0,3,40,2023-07-05,4.78,Heretaunga Ward,Hastings District
l567458636745522391,Home in Jacks Point · ★5.0 · 4 bedrooms · 5 beds · 2 baths,Katrina,2018-02-07,-45.07847,168.74686,Entire home/apt,7,$684.00,684.0,7,7,2023-03-23,5.0,Queenstown-Wakatipu Ward,Queenstown-Lakes District
l21142244,Bed and breakfast in Ohakune · 2 bedrooms · 2 beds · 1 private bath,Daniel,2017-06-12,-39.41277,175.36162,Hotel room,3,$270.00,270.0,2,0,,,Waimarino-Waiouru Ward,Ruapehu District
l48351767,Rental unit in Tauranga · ★4.51 · 1 bedroom · 3 beds · 1.5 shared baths,George,2021-02-02,-37.68949,176.16381,Private room,3,$66.00,66.0,1,115,2023-08-29,4.51,Te Papa-Welcome Bay Ward,Tauranga City
l14806189,Guesthouse in Havelock North · ★4.78 · 1 bedroom · 1 bed · 1 bath,Mark-And,2016-08-29,-39.665620000000004,176.89158,Entire home/apt,4,$80.00,80.0,1,513,2023-09-01,4.78,Hastings-Havelock North Ward,Hastings District
l920385933154870003,Home in Papamoa · 1 bedroom · 1 bed · Half-bath,Vimal,2022-09-01,-37.733968129366744,176.31131252436265,Private room,1,$71.00,71.0,1,0,,,Maketu-Te Puke Ward,Western Bay of Plenty District
l800210143735117213,Home in Rotorua · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,Jane,2016-07-07,-38.13986,176.29028,Private room,2,$69.00,69.0,1,18,2023-07-15,4.61,Area Outside Ward,Rotorua District
l689440548985660290,Home in Queenstown · ★5.0 · 4 bedrooms · 5 beds · 3.5 baths,Michelle,2018-01-03,-45.01949000000001,168.70872,Entire home/apt,10,"$1,200.00",1200.0,5,5,2023-01-04,5.0,Queenstown-Wakatipu Ward,Queenstown-Lakes District
